Pair,Average_Rating,[All_Ratings]
pig~squirrel,2.58,[1.6 1 3.8 2.1 4.4]
pig~swan,1.08,[1 1 1 1.3 1.1]
pig~tiger,1.32,[2 1 1.6 1 1]
pig~tortoise,1.64,[3.1 1.4 1.6 1.1 1]
pig~turtle,1.24,[1.1 1.9 1.2 1 1]
pig~walrus,2.04,[1.9 2.7 2.5 1 2.1]
pig~zebra,1.46,[2.5 1 1 1 1.8]
pigeon~bluebird,5.34,[5 5.5 5.7 4.9 5.6]
pigeon~elephant,1.28,[1.3 1 1.3 1 1.8]
pigeon~leopard,1.58,[1.9 1.2 1.5 1.8 1.5]
pigeon~mouse,2.04,[1 4.4 1 1.2 2.6]
pigeon~robin,4.94,[3.3 5.4 5 4 7]
pigeon~shark,1,[1 1 1 1 1]
pigeon~sparrow,6.04,[7 5.9 6.3 4.9 6.1]
pigeon~squirrel,1.4,[1.7 1 1 1 2.3]
pigeon~swallow,4.48,[5.1 3.5 5.7 6.3 1.8]
pigeon~toad,1.22,[2.1 1 1 1 1]
plankton~whale,1.86,[1 1 1 5.3 1]
platypus~goose,2.7,[1.9 5.3 2.2 1.1 3]
platypus~hedgehog,1.98,[4 1.5 1 1 2.4]
platypus~hummingbird,1.34,[1.5 1 1 1 2.2]
platypus~koala,2.8,[4.9 5 1.1 2 1]
platypus~manatee,2.16,[2 1 1.4 4 2.4]
platypus~snake,1.28,[1 1.6 1.8 1 1]
platypus~whale,1.7,[2.7 1 1.8 2 1]
polar_bear~anteater,1.62,[2.5 1 2.3 1 1.3]
polar_bear~black_bear,5.92,[5.1 6 6.8 5.6 6.1]
polar_bear~brown_bear,5.4,[2 6.6 5.8 6.6 6]
polar_bear~cheetah,1,[1 1 1 1 1]
polar_bear~coyote,2.54,[2.5 5 3.2 1 1]
polar_bear~eagle,1.2,[1 1 1.9 1.1 1]
polar_bear~fish,1.38,[1 1 2.9 1 1]
polar_bear~goat,2.02,[2 2.9 2.3 1 1.9]
polar_bear~husky,3.42,[3.7 3.7 3.2 3 3.5]
polar_bear~monkey,1.34,[1 1 2.6 1.1 1]
polar_bear~panda,3.14,[4.4 1 4.6 1 4.7]
polar_bear~penguin,2.92,[2.3 2.2 1.8 5 3.3]
polar_bear~rat,1.46,[2.7 1.3 1 1 1.3]
polar_bear~seal,1.92,[4.4 1.7 1.5 1 1]
polar_bear~sloth,3.3,[5 2.4 5.1 2.5 1.5]
polar_bear~spider,1.04,[1 1 1.2 1 1]
polar_bear~tiger,2.8,[1 2.1 5.4 3.7 1.8]
polar_bear~tortoise,1.06,[1 1.2 1.1 1 1]
polar_bear~weasel,1.34,[1 2 1.3 1.4 1]
polar_bear~zebra,1.7,[2.6 1 1.1 2 1.8]
pony~bear,1.42,[1 1.4 1.7 1 2]
pony~cow,3.8,[2.5 6.7 4.9 2.8 2.1]
pony~dog,1.6,[2.6 1.4 2 1 1]
pony~goat,2.5,[3.7 4.6 2.2 1 1]
pony~horse,5.88,[6.2 7 6.8 5.2 4.2]
pony~kangaroo,1.42,[1.4 1 1.3 1 2.4]
pony~monkey,1.7,[2.7 2.4 1.4 1 1]
pony~pigeon,1.28,[1 1 1.9 1 1.5]
pony~snake,1.08,[1 1 1.4 1 1]
pony~tiger,1.68,[2.3 1 1.4 1 2.7]
pony~turtle,1.6,[2.2 1 1.9 1 1.9]
pony~zebra,5.06,[5.2 5.2 5.5 4.4 5]
porcupine~badger,4.1,[1 5.5 5.7 3.6 4.7]
porcupine~bear,2.26,[1 3.7 4.5 1 1.1]
porcupine~elephant,1.3,[2.4 1 1 1 1.1]
porcupine~gerbil,2.86,[2.1 3.5 1.9 5.8 1]
porcupine~platypus,1.76,[1 1 1 4.8 1]
porcupine~possum,3.46,[4.5 1 3.8 3 5]
porcupine~rat,3.04,[1.6 5 2.9 4.7 1]
porcupine~seal,1.48,[1 3.4 1 1 1]
porpoise~dolphin,6,[7 6.1 6.8 6 4.1]
porpoise~fish,3.12,[3.9 2.6 1 1.4 6.7]
porpoise~turtle,2.84,[3.4 1 2.7 6.1 1]
possum~chicken,1.22,[1 1 1 1 2.1]
possum~cow,1.48,[1.9 1 1.1 1.5 1.9]
possum~giraffe,1,[1 1 1 1 1]
possum~kangaroo,2.4,[5 2 1 2.3 1.7]
possum~mouse,3.26,[3 1.3 2.4 5.7 3.9]
possum~platypus,1.98,[2.8 1 2.8 1 2.3]
possum~polar_bear,2.32,[4.5 3.1 1.3 1 1.7]
possum~rat,4.7,[6.2 5.1 5.1 2.1 5]
possum~wolf,1.56,[1.8 1 1.7 2.3 1]
possum~zebra,1.12,[1.4 1 1 1 1.2]
prairie_dog~bear,1.56,[1 2.1 1.7 1 2]
primate~monkey,6.4,[4.9 7 7 6.7 6.4]
pterodactyl~stegosaurus,4.58,[1.8 2 6.9 5.2 7]
pug~tiger,1.96,[1.1 2.5 2.7 2.5 1]
puma~beaver,1.3,[2 1 1 1.2 1.3]
puma~chicken,2.72,[2.6 2 5.3 2 1.7]
puma~elephant,1.28,[1 1 1 1.1 2.3]
puma~horse,1.94,[1.8 3.6 2.3 1 1]
puma~mountain_lion,5.76,[5.6 7 6.9 5.2 4.1]
puma~mouse,1.7,[1.7 1.9 1 1 2.9]
puma~ostrich,2.3,[2.4 1.4 3.2 1 3.5]
puma~panther,6.26,[6.1 7 6.5 7 4.7]
puma~rabbit,1.26,[1 1 1 2.3 1]
puppy~cat,3.38,[3.4 4.6 3.6 2.3 3]
puppy~kitten,3.08,[3.2 4 5.4 1 1.8]
puppy~kitty,2.96,[4 2.8 3.8 2.2 2]
puppy~rat,2.68,[1 3.8 1 2 5.6]
python~deer,1.16,[1.2 1.4 1 1 1.2]
python~fox,1.46,[1.9 1 1.8 1.6 1]
python~human,1.08,[1 1 1.4 1 1]
python~panther,1.08,[1 1.4 1 1 1]
python~skunk,1.28,[1.9 1 1.5 1 1]
quail~pheasant,5.58,[6.5 2.9 7 4.5 7]
quail~turkey,4.52,[6 2.5 6.3 5.4 2.4]
rabbit~badger,2.12,[1 1 4 2.6 2]
rabbit~bear,1.52,[2.8 1.7 1 1 1.1]
rabbit~bee,1.24,[2 1 1.2 1 1]
rabbit~bobcat,3.12,[4 4.4 3.6 1.5 2.1]
rabbit~camel,1.58,[1.7 1.7 2.5 1 1]
rabbit~chicken,1.94,[2.5 2 2.5 1 1.7]
rabbit~chipmunk,4.44,[5.4 3 6.1 4.1 3.6]
rabbit~cow,1.1,[1.2 1.3 1 1 1]
rabbit~dog,1.56,[1 2.4 1.3 1 2.1]
rabbit~duck,2.7,[1.9 6.4 2.8 1 1.4]
rabbit~ferret,4.48,[4.1 5.4 5.5 5 2.4]
rabbit~goose,1.8,[1.4 2.8 1 2.1 1.7]
rabbit~groundhog,3.74,[4.6 3.2 1 5.5 4.4]
rabbit~guinea_pig,4.04,[3.8 1.6 4.4 4.9 5.5]
rabbit~hamster,3.84,[3.3 4.9 1.9 4 5.1]
rabbit~horse,1.34,[1 2.2 1.4 1.1 1]
rabbit~human,1.12,[1 1.6 1 1 1]
rabbit~llama,1.24,[1 2 1 1.1 1.1]
rabbit~mole,2.82,[3.6 1 1 7 1.5]
rabbit~monkey,1.16,[1.4 1.4 1 1 1]
rabbit~mouse,3.3,[3.9 2.3 6 1 3.3]
rabbit~opossum,1.96,[2.8 2 2 2 1]
rabbit~ox,2.5,[1.5 1.7 5.6 1 2.7]
rabbit~parrot,1.28,[2.3 1.1 1 1 1]
rabbit~pig,2.24,[3.3 1 3.5 1.8 1.6]
rabbit~polar_bear,1.36,[2.3 1 1.5 1 1]
rabbit~raccoon,3.54,[3.1 2.9 5.1 3 3.6]
rabbit~sheep,1.46,[2.3 1.9 1 1.1 1]
rabbit~snake,1.18,[1.9 1 1 1 1]
rabbit~tiger,1.5,[1.9 1.9 1.7 1 1]
rabbit~wolf,1.2,[1 1 1.8 1.2 1]
raccoon~beaver,2.64,[3.5 4 3.3 1 1.4]
raccoon~bobcat,2.32,[1 3.4 5 1 1.2]
raccoon~chipmunk,2.9,[1.7 1.5 6.2 1.7 3.4]
raccoon~cougar,2.26,[2.1 1.4 3.5 2.6 1.7]
raccoon~deer,1.76,[1.6 2.6 1.8 1 1.8]
raccoon~dinosaur,1.22,[1 1 1 2.1 1]
raccoon~fish,1.24,[1.2 1.7 1 1 1.3]
raccoon~hippopotamus,1.48,[2.1 2 1.3 1 1]
raccoon~horse,1.86,[2.3 2.1 1.7 2 1.2]
raccoon~llama,1.96,[2.4 2.6 1 1 2.8]
raccoon~mouse,3.36,[5.1 3.8 3.5 2.3 2.1]
raccoon~owl,1.72,[2.3 1.7 1.9 1 1.7]
raccoon~panda,2.72,[1.5 2.9 5.3 2.5 1.4]
raccoon~pig,2.66,[5 3.1 1.3 2 1.9]
raccoon~porcupine,4.34,[5.4 2.7 3 5.1 5.5]
raccoon~possum,4.76,[5.3 1.9 5.5 5.1 6]
raccoon~skunk,5.34,[2.1 6.1 6.8 6.2 5.5]
raccoon~squirrel,3.8,[5.5 3 2 1.6 6.9]
raccoon~walrus,1.42,[1.6 1 1 1.8 1.7]
raccoon~wolf,1.18,[1 1.1 1.4 1 1.4]
rat~ant,1.48,[1.3 2 1.9 1 1.2]
rat~bear,1.36,[1 1.9 1.3 1 1.6]
rat~beaver,3.08,[5 4.8 1 3.6 1]
rat~bird,1.84,[2.4 2 2.8 1 1]
rat~butterfly,1.16,[1 1 1 1.4 1.4]
rat~camel,1.72,[1.2 2.4 1 1 3]
rat~canary,1.2,[1 1 2 1 1]
rat~chipmunk,2.48,[4 4.8 1.3 1.3 1]
rat~cow,1.36,[2.3 1 1.5 1 1]
rat~coyote,1.32,[1 1.7 1.7 1 1.2]
rat~donkey,1.44,[1.7 1 1 1 2.5]
rat~duck,1.36,[1 1 1.5 1.7 1.6]
rat~elephant,1.46,[1.3 1.9 1.8 1.3 1]
rat~ferret,4.96,[3.6 6 5.6 5.4 4.2]
rat~flamingo,1.1,[1.5 1 1 1 1]
rat~fly,1.46,[1.9 1 1 1.7 1.7]
rat~gerbil,5.78,[4.7 6.6 6 6.4 5.2]
rat~giraffe,1.14,[1.6 1.1 1 1 1]
rat~gorilla,1.28,[1 1 2.4 1 1]
rat~groundhog,4.22,[5 6.5 1 5 3.6]
rat~horse,2.36,[2.7 2.8 2 1 3.3]
rat~lion,1.4,[1.8 1 1.1 2 1.1]
rat~mole,5.2,[5.4 5.8 5 5.9 3.9]
rat~monkey,1.34,[1 1.7 1.4 1 1.6]
rat~opossum,4.72,[5.1 3.3 4.9 5.5 4.8]
rat~owl,1.6,[1 2.1 1 2.9 1]
rat~panda,1.62,[1.5 1 1.3 3.3 1]
rat~rabbit,1.98,[2 2 2.2 1 2.7]
rat~reindeer,1.54,[3.4 1 1 1 1.3]
rat~robin,1.14,[1 1.1 1.2 1 1.4]
rat~rodent,6.88,[6.6 7 7 7 6.8]
rat~skunk,3.98,[5 4 3 3.5 4.4]
rat~tiger,1.22,[1.6 1 1 1 1.5]
rat~weasel,4.32,[5.6 4.5 4.7 5.8 1]
rat~zebra,1.22,[1 1.9 1 1 1.2]
rattlesnake~cobra,6.28,[7 5.9 6.8 7 4.7]
rattlesnake~copperhead_snake,6.6,[7 6.4 6 7 6.6]
rattlesnake~dog,1.18,[1.4 1 1 1 1.5]
rattlesnake~toad,2.82,[2.1 5.4 4.6 1 1]
raven~pigeon,5.7,[6.2 6.8 6.2 2.8 6.5]
red_panda~horse,1.2,[1 1 2 1 1]
red_panda~panda,4.72,[4.5 6.9 1 5 6.2]
red_tailed_hawk~bald_eagle,5.76,[5.7 6 6.6 5.5 5]
reindeer~moose,3.76,[5.1 6 1 1 5.7]
reindeer~mouse,1.96,[1 1 1 5 1.8]
reindeer~puma,1.6,[2 1 1.2 1.9 1.9]
reindeer~skunk,1.64,[1.4 2.9 1.3 1.6 1]
reindeer~squirrel,1.5,[2.6 1.9 1 1 1]
reptile~dog,1.2,[1.6 1 1 1 1.4]
reptile~walrus,1.5,[3.5 1 1 1 1]
rhinoceros~alligator,1.44,[2.7 1.5 1 1 1]
rhinoceros~antelope,1.76,[2.6 2.3 1 1 1.9]
rhinoceros~antelope,1.82,[3.7 2.4 1 1 1]
rhinoceros~bear,1.4,[1 1 3 1 1]
rhinoceros~beaver,1.38,[1.5 1.9 1.5 1 1]
rhinoceros~buffalo,2.18,[3 1 1.9 1.3 3.7]
rhinoceros~camel,1.78,[1.5 1 2.9 2.4 1.1]
rhinoceros~cheetah,3.16,[6.1 1 3.3 2 3.4]
rhinoceros~chimpanzee,1.16,[1.5 1.3 1 1 1]
rhinoceros~crocodile,2.14,[1.7 1 1 5.3 1.7]
rhinoceros~deer,1.84,[1 2 1 1.6 3.6]
rhinoceros~dinosaur,3.92,[5.3 3 3.8 2.1 5.4]
rhinoceros~dolphin,1,[1 1 1 1 1]
rhinoceros~donkey,1.4,[1.9 1 1 1 2.1]
rhinoceros~duck,1.26,[1.4 1 1 1 1.9]
rhinoceros~goose,1.74,[1.3 1.4 1 3.6 1.4]
rhinoceros~hippopotamus,4.12,[3 2.5 5.1 3 7]
rhinoceros~hippopotamus,3.94,[3.7 1 5 6 4]
rhinoceros~hyena,2.06,[1 2.9 2.5 2.6 1.3]
rhinoceros~kangaroo,2.34,[2.6 1 2.6 2.7 2.8]
rhinoceros~leopard,1.78,[2 1 1.8 1.5 2.6]
rhinoceros~lion,2.22,[2.7 3 3 1 1.4]
rhinoceros~llama,1.74,[2.1 1.4 3.2 1 1]
rhinoceros~monkey,1.62,[1 2.6 2.3 1.2 1]
rhinoceros~monkey,1.24,[1 1.3 1.8 1 1.1]
rhinoceros~moose,1.2,[1 1 2 1 1]
rhinoceros~ostrich,1.16,[1 1.8 1 1 1]
rhinoceros~panther,1.22,[1.5 1.2 1 1 1.4]
rhinoceros~penguin,1.22,[2.1 1 1 1 1]
rhinoceros~raccoon,1.02,[1 1 1 1 1.1]
rhinoceros~snake,1.82,[4.6 1.1 1.4 1 1]
rhinoceros~snake,1.16,[1 1.6 1.2 1 1]
rhinoceros~tiger,1.84,[1 3.2 1.5 1 2.5]
river_otter~seal,4.48,[2.5 6.6 5.5 3.1 4.7]
roach~bee,4.2,[2.2 3.7 5.5 5 4.6]
roadrunner~quail,4.2,[1.7 6 3.7 4.1 5.5]
robin~bat,2.34,[4.9 1.2 3.2 1.4 1]
robin~bluebird,6.06,[6.3 6.4 4.7 5.9 7]
robin~deer,1.74,[1 1 4.7 1 1]
robin~dove,5.5,[6.1 5.2 5.4 4.5 6.3]
robin~finch,5.74,[1.6 7 6.7 6.9 6.5]
robin~hawk,5.4,[6.4 3 5.3 6.3 6]
robin~jay,6.38,[6.1 6.8 6 6.9 6.1]
robin~sparrow,6.42,[6.3 6.7 6.5 6.5 6.1]
robin~turkey,3.84,[3.1 5.1 6.7 1 3.3]
robin~varied_thrush,3.62,[6 1 5 1.1 5]
rodent~camel,1.12,[1 1 1.4 1.2 1]
rodent~giraffe,2.1,[1 5.4 2.1 1 1]
rodent~lion,1.36,[1 1.7 1 1.8 1.3]
rodent~zebra,1.24,[1 2.1 1 1.1 1]
rooster~chickadee,3.06,[3.2 5.7 1.3 3.1 2]
rooster~cow,1.74,[1.7 3 1.2 1.8 1]
rooster~donkey,1.16,[1 1 1 1.8 1]
rooster~dove,4.16,[2.6 6.9 4.4 3 3.9]
rooster~duck,4.04,[4.4 3.5 4 3.3 5]
rooster~elephant,1.08,[1.4 1 1 1 1]
rooster~ferret,1.44,[1 1 3.2 1 1]
rooster~hen,6.56,[6.9 7 6 6.9 6]
rooster~turkey,5.12,[1.6 5.4 5.6 6 7]
saber_tooth_tiger~lion,5.84,[6 5.5 6.5 5 6.2]
saber_tooth_tiger~whale,1.36,[1 1 2.8 1 1]
salamander~bear,1.52,[1.7 1 1.7 1 2.2]
salamander~lizard,5.88,[4.7 4 7 6.7 7]
salamander~ostrich,1.3,[1.2 1.6 1 1 1.7]
salmon~elephant,1,[1 1 1 1 1]
salmon~gerbil,1.42,[1 3.1 1 1 1]
scallop~clam,5.08,[5.6 6 5.4 5 3.4]
scorpion~ant,3.52,[1 4.5 5.7 4.2 2.2]
scorpion~jellyfish,2,[1.3 2.1 4.6 1 1]
scorpion~rhinoceros,1.14,[1.5 1 1.2 1 1]
sea_anemone~octopus,3.84,[4.1 4.3 4 1.9 4.9]
sea_anemone~shark,1.06,[1.2 1 1 1 1.1]
sea_lion~goat,1.78,[2 2.9 1.6 1 1.4]
sea_lion~kangaroo,2,[1.6 3.8 2.6 1 1]
sea_lion~lion,1.68,[2 2.6 1.7 1 1.1]
sea_lion~otter,4.74,[5.9 4.1 3 6.1 4.6]
sea_lion~penguin,3.02,[1.6 5.5 3.3 1.8 2.9]
sea_lion~river_otter,6.02,[7 5.4 7 7 3.7]
sea_lion~tiger,1.64,[1 3.3 1 1.9 1]
sea_otter~skunk,2.96,[2.1 1.5 4.5 2 4.7]
sea_turtle~starfish,2.02,[3.7 1 1.9 2.5 1]
seagull~albatross,3.8,[1 1.5 2.9 6.6 7]
seagull~coyote,1.24,[1 1 1 1 2.2]
seagull~eagle,4.88,[5 4 5.3 6 4.1]
seagull~giraffe,1.2,[2 1 1 1 1]
seagull~mouse,1,[1 1 1 1 1]
seagull~pig,1.56,[1.6 1 2.5 1 1.7]
seagull~raven,2.6,[2.1 2.9 4 3 1]
seagull~whale,1.34,[2.4 1.3 1 1 1]
seahorse~clam,2.3,[3 1.5 1 1 5]
seahorse~vulture,1.22,[1 1 1 2.1 1]
seal~aardvark,1.46,[1 1.8 2.5 1 1]
seal~cow,1.34,[1.3 1 1 1.5 1.9]
seal~dog,1.88,[3.5 2.6 1 1.3 1]
seal~fish,1.96,[2.7 1.3 3 1.7 1.1]
seal~horse,1.52,[2.7 1 1.9 1 1]
seal~kitten,1.48,[1 1.4 1.5 2.5 1]
seal~orca,2.84,[4.7 1.1 3.1 4.2 1.1]
seal~otter,4.9,[6.1 4.6 5 4.7 4.1]
seal~panther,1.38,[1.8 1 2.1 1 1]
seal~reindeer,1.52,[1.6 2.7 1 1 1.3]
seal~salmon,3.34,[3.2 3.8 3.6 3.2 2.9]
seal~sea_lion,6.26,[5.4 6.6 6.2 6.1 7]
seal~shark,3.32,[1 6.2 5.4 1 3]
seal~tortoise,2.06,[1 1 1 2.8 4.5]
seal~whale,3.94,[5 1.1 4.8 4.4 4.4]
shark~bat,1.16,[1 1 1 1.8 1]
shark~bear,1.12,[1.3 1 1 1 1.3]
shark~bird,1.84,[1 1 5.2 1 1]
shark~cat,1.2,[1.5 1.5 1 1 1]
shark~falcon,1.18,[1.8 1 1 1 1.1]
shark~fish,3.52,[3.2 2 4.1 5.8 2.5]
shark~flamingo,1.38,[2 1 1 1 1.9]
shark~gorilla,1.14,[1 1 1 1.7 1]
shark~hammerhead_shark,5.88,[1.5 7 7 6.9 7]
shark~hamster,1.2,[1.5 1 1 1 1.5]
shark~kangaroo,1.2,[1 1 2 1 1]
shark~killer_whale,4.56,[5.4 5 5.1 5.7 1.6]
shark~monkey,1.24,[1.7 1.4 1.1 1 1]
shark~mouse,1.26,[1.9 1 1.4 1 1]
shark~octopus,2.62,[5.2 1 1 2.1 3.8]
shark~orca,4.44,[5 5.2 4.9 2 5.1]
shark~porcupine,1.08,[1.4 1 1 1 1]
shark~sea_lion,2.6,[5.1 1 1 2.2 3.7]
shark~stingray,1.64,[1 1 2 2 2.2]
shark~tiger,1.36,[2.1 1 1 1.3 1.4]
shark~tiger_shark,5.92,[7 7 6.8 1.8 7]
shark~turtle,1.46,[1.2 1 2.6 1 1.5]
sheep~alligator,1.1,[1 1 1 1 1.5]
sheep~antelope,3.58,[4.3 2.6 1.9 4.4 4.7]
sheep~cat,1.36,[2.1 1 1 1 1.7]
sheep~cow,3.88,[1 4.3 5.3 4.4 4.4]
sheep~deer,4,[3.1 2.8 3 5.6 5.5]
sheep~donkey,3.64,[4.7 1 1 5.7 5.8]
sheep~duck,1.32,[1 1 1 1.2 2.4]
sheep~elephant,2.48,[5 2.8 1.5 1 2.1]
sheep~giraffe,1.56,[1 3.2 1 1.6 1]
sheep~goat,5.16,[5.5 5.2 2.9 6.2 6]
sheep~llama,3.92,[1.9 6.4 5.3 1 5]
sheep~moose,3.06,[3.5 4.1 1.6 1 5.1]
sheep~mule,3.62,[3.6 1 5.3 3.9 4.3]
sheep~ostrich,1.3,[1 2.5 1 1 1]
sheep~pig,2,[3 1 1.9 2.2 1.9]
sheep~pony,4.06,[4.7 6.5 1 2.4 5.7]
sheep~rat,1.64,[1 1.4 2.4 2 1.4]
sheep~skunk,1.3,[1 1 2.5 1 1]
sheep~wolf,2.2,[1.7 3.4 2.4 1 2.5]
sheep~zebra,2.18,[1.8 2.1 4.3 1 1.7]
sheepshead_fish~lion,1,[1 1 1 1 1]
shrew~lynx,2.22,[1.9 3.1 2.3 1 2.8]
shrimp~hippopotamus,1,[1 1 1 1 1]
shrimp~mouse,1.22,[1 1.2 1 1.5 1.4]
shrimp~possum,1.2,[1.3 1 1.6 1.1 1]
shrimp~toucan,1.08,[1 1 1 1.4 1]
siamese_cat~alligator,1.24,[1.9 1 1.3 1 1]
siamese_cat~chihuahua,2.02,[1.5 4.7 1 1.9 1]
siamese_cat~mouse,1.46,[1 2.5 1 1 1.8]
skunk~bear,2.62,[1 5.5 4.5 1 1.1]
skunk~beaver,4.34,[5 2.7 6 5.2 2.8]
skunk~buffalo,1.84,[1.9 2.1 1 3.1 1.1]
skunk~cougar,1.44,[2 2 1 1 1.2]
skunk~deer,1.3,[1.5 2 1 1 1]
skunk~hamster,4.28,[1.9 3.8 4.7 6 5]
skunk~lion,1.5,[1 1.7 1.5 1.4 1.9]
skunk~mink,4.78,[6.6 1.6 6.4 5.2 4.1]
skunk~mongoose,2.28,[2.3 1 1.5 3 3.6]
skunk~onyx,1.6,[1.4 2 1.9 1.7 1]
skunk~opossum,4.04,[2 5.9 5.6 3.4 3.3]
skunk~otter,1.88,[1.4 2.2 1 1.2 3.6]
skunk~panda,2.22,[1.2 2.8 2.1 3.8 1.2]
skunk~pheasant,1.18,[1 1 1 1 1.9]
skunk~rabbit,2.58,[1.2 4.5 1.3 1.9 4]
skunk~squirrel,4.52,[5.2 5 2.7 3 6.7]
skunk~zebra,2.42,[2.2 3.2 4.3 1 1.4]
sloth~frog,1.08,[1 1 1 1.4 1]
sloth~hippopotamus,1.32,[1 2.5 1 1.1 1]
sloth~koala,3.18,[3.4 5.8 1.9 1.9 2.9]
sloth~snow_leopard,2.46,[1.1 3.7 1 1 5.5]
sloth~wolf,2.66,[4.8 3.1 2.4 1.8 1.2]
slug~ant,2.1,[1.7 1.3 2.3 1 4.2]
slug~banana_slugs,6.74,[6.9 7 6.8 6.6 6.4]
slug~frog,3.08,[4.5 3 1 5.9 1]
slug~hedgehog,1.74,[1 1.1 1 1 4.6]
slug~polar_bear,1.42,[1 3.1 1 1 1]
slug~spider,2.32,[1 1.2 4.7 1.7 3]
snail~cane_toad,1.84,[1.9 1 1.9 1.4 3]
snail~crab,3.78,[6 5 1 2.3 4.6]
snail~slug,6.12,[6.6 4.3 7 6.1 6.6]
snail~snake,1.9,[1 4.6 1 1.9 1]
snail~spider,2,[1.7 1 2.2 3.2 1.9]
snail~squid,2.84,[2 1 5 1.2 5]
snail~squirrel,1.84,[1 1 5.2 1 1]
snail~whale,1.2,[1.6 1 1.4 1 1]
snail~zebra,1.1,[1.5 1 1 1 1]
snake~alligator,2.1,[1.8 2.1 1.5 1.8 3.3]
snake~ant,1.08,[1 1.4 1 1 1]
snake~ape,1.22,[1 2.1 1 1 1]
snake~bear,2.16,[1.3 1 1 2.7 4.8]
snake~bee,1.4,[1 2 1 2 1]
snake~beetle,1.18,[1 1.5 1 1.4 1]
snake~bird,1,[1 1 1 1 1]
snake~bison,1.04,[1 1 1.2 1 1]
snake~boa_constrictor,6.48,[5.8 6.1 7 6.5 7]
snake~bunny,1.08,[1 1.1 1.3 1 1]
snake~chameleon,3.54,[2.9 5.8 4.4 1 3.6]
snake~chicken,1.08,[1 1 1.1 1.3 1]
snake~cougar,1.5,[2.2 2.2 1 1 1.1]
snake~crocodile,2.6,[3.3 1.8 1 5.9 1]
snake~deer,1.16,[1.7 1 1 1 1.1]
snake~dolphin,1.48,[1 1 2.3 1.6 1.5]
snake~elephant,1.36,[1.2 1 1 1.6 2]
snake~elk,1.16,[1.4 1.4 1 1 1]
snake~fly,1.86,[1 1 5.3 1 1]
snake~gorilla,1.16,[1.8 1 1 1 1]
snake~hawk,1.14,[1 1 1 1 1.7]
snake~hedgehog,1,[1 1 1 1 1]
snake~hippopotamus,1.2,[1 1 1 2 1]
snake~horse,1.3,[1.7 1.5 1 1 1.3]
snake~iguana,1.52,[2.2 1 1.2 1.2 2]
snake~lion,1.1,[1 1 1 1.5 1]
snake~lobster,1.24,[1 1.9 1 1 1.3]
snake~monkey,1.38,[1 1.6 1 2.3 1]
snake~mule,1.14,[1 1.3 1.4 1 1]
snake~otter,1.24,[2 1 1 1 1.2]
snake~panda,1.16,[1.7 1 1.1 1 1]
snake~pig,1.06,[1 1 1 1 1.3]
snake~pigeon,1.1,[1.5 1 1 1 1]
snake~prairie_dog,1.04,[1 1 1 1 1.2]
snake~rat,1.1,[1.5 1 1 1 1]
snake~seal,1.66,[2.3 1.4 1 1.9 1.7]
snake~shark,1.16,[1 1 1 1.8 1]
snake~spider,1.92,[1 1.6 1 5 1]
snake~swan,1.46,[2 1 1.9 1 1.4]
snake~toad,1.62,[1 1 1.7 1.4 3]
snake~turtle,2.06,[1.3 1 2.2 4.8 1]
snake~viper,6.18,[3.3 7 7 7 6.6]
snake~wolf,1.22,[1 1.8 1.2 1 1.1]
snake~wolverine,1.32,[1.5 1.1 1.6 1.4 1]
snake~worm,3.74,[2.9 5.6 1 3.2 6]
snapping_turtle~wolf,1.18,[1 1 1.4 1.2 1.3]
snow_leopard~mountain_goat,2,[1 2.6 1.4 3 2]
spaniel~terrier,6.84,[6.4 6.8 7 7 7]
sparrow~cardinal,6.54,[6.2 6.8 6.9 6.2 6.6]
sparrow~chipmunk,1.86,[1.9 1 3.6 1 1.8]
sparrow~dog,1,[1 1 1 1 1]
sparrow~dove,6.24,[6.1 5.8 7 6.1 6.2]
sparrow~duck,3.36,[5 3 1 2.9 4.9]
sparrow~eagle,5.56,[6.6 5.4 6.5 5.9 3.4]
sparrow~goose,4.38,[5 2.8 5 6 3.1]
sparrow~hawk,5.08,[5.2 6.1 6.5 1.2 6.4]
sparrow~owl,5.44,[4 6.1 5.5 5.6 6]
sparrow~parrot,5.38,[6 4.9 5.3 4.8 5.9]
sperm_whale~killer_whale,5.74,[7 6.6 6.5 2 6.6]
spider_monkey~monkey,5.22,[1 5.3 6 6.9 6.9]
spider_monkey~spider,1.36,[1 2 1 1.8 1]
spider~bee,2.32,[4.9 1.8 2.5 1 1.4]
spider~bird,1.06,[1.3 1 1 1 1]
spider~centipede,1.86,[1.9 2 3.4 1 1]
spider~copperhead_snake,1.22,[2 1.1 1 1 1]
spider~crab,2.98,[3.4 1 3.5 5.1 1.9]
spider~flea,2.56,[2 1.5 1 1.7 6.6]
spider~hamster,1,[1 1 1 1 1]
spider~hyena,1.34,[1.7 1 1.8 1.2 1]
spider~koala_bear,1.22,[1.3 1 1.7 1 1.1]
spider~moth,1.4,[1.3 1 1 1 2.7]
spider~scorpion,2.94,[3.1 1 3.1 5.6 1.9]
spider~squirrel,1.26,[1.2 1.7 1.4 1 1]
spider~wolf,1.2,[1.6 1.3 1 1.1 1]
squid~bear,1,[1 1 1 1 1]
squid~crab,2.42,[1 3.4 1.7 1 5]
squid~otter,1.16,[1 1.8 1 1 1]
squid~sloth,1.26,[1.7 1.4 1 1 1.2]
